@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric

@data
1871,'2019/02/19 23:29:14:187',9,1007,10,1014,1,0,1
1872,'2019/02/19 23:29:14:197',9,1008,10,1014,1,0,1
1873,'2019/02/19 23:29:14:207',9,1008,10,1015,1,0,1
1874,'2019/02/19 23:29:14:217',9,1007,10,1012,1,0,1
1875,'2019/02/19 23:29:14:227',9,1006,10,1015,1,0,1
1876,'2019/02/19 23:29:14:238',9,1008,10,1015,1,0,1
1877,'2019/02/19 23:29:14:247',9,1007,10,1014,1,0,1
1878,'2019/02/19 23:29:14:257',9,1005,9,1016,1,0,1
1879,'2019/02/19 23:29:14:268',9,1007,9,1015,1,0,1
1880,'2019/02/19 23:29:14:277',9,1009,10,1015,1,0,1
1881,'2019/02/19 23:29:14:288',9,1008,10,1015,1,0,1
1882,'2019/02/19 23:29:14:288',9,1007,10,1014,1,0,1
1883,'2019/02/19 23:29:14:308',9,1008,10,1015,1,0,1
1884,'2019/02/19 23:29:14:318',9,1008,10,1014,1,0,1
1885,'2019/02/19 23:29:14:328',9,1007,10,1014,1,0,1
1886,'2019/02/19 23:29:14:328',9,1007,9,1015,1,0,1
1887,'2019/02/19 23:29:14:348',9,1007,10,1015,1,0,1
1888,'2019/02/19 23:29:14:359',9,1009,10,1015,1,0,1
1889,'2019/02/19 23:29:14:369',9,1008,9,1014,1,0,1
1890,'2019/02/19 23:29:14:379',9,1008,10,1015,1,0,1
1891,'2019/02/19 23:29:14:390',9,1008,9,1014,1,0,1
1892,'2019/02/19 23:29:14:399',9,1008,9,1016,1,0,1
1893,'2019/02/19 23:29:14:409',9,1008,11,1015,1,0,1
1894,'2019/02/19 23:29:14:419',9,1008,10,1016,1,0,1
1895,'2019/02/19 23:29:14:428',9,1008,11,1012,1,0,1
1896,'2019/02/19 23:29:14:440',9,1008,10,1016,1,0,1
1897,'2019/02/19 23:29:14:448',9,1007,10,1015,1,0,1
1898,'2019/02/19 23:29:14:459',9,1008,10,1015,1,0,1
1899,'2019/02/19 23:29:14:469',9,1008,9,1015,1,0,1
1900,'2019/02/19 23:29:14:476',9,1007,9,1014,1,0,1
1901,'2019/02/19 23:29:14:489',9,1007,10,1016,1,0,1
1902,'2019/02/19 23:29:14:499',9,1008,10,1014,1,0,1
1903,'2019/02/19 23:29:14:510',9,1007,10,1015,1,0,1
1904,'2019/02/19 23:29:14:518',9,1008,10,1013,1,0,1
1905,'2019/02/19 23:29:14:529',9,1009,11,1014,1,0,1
1906,'2019/02/19 23:29:14:538',9,1009,8,1015,1,0,1
1907,'2019/02/19 23:29:14:549',9,1008,10,1014,1,0,1
1908,'2019/02/19 23:29:14:560',9,1007,10,1015,1,0,1
1909,'2019/02/19 23:29:14:569',9,1007,10,1015,1,0,1
1910,'2019/02/19 23:29:14:580',9,1008,10,1014,1,0,1
1911,'2019/02/19 23:29:14:590',9,1008,10,1014,1,0,1
1912,'2019/02/19 23:29:14:600',9,1008,9,1015,1,0,1
1913,'2019/02/19 23:29:14:608',9,1008,10,1013,1,0,1
1914,'2019/02/19 23:29:14:619',9,1008,10,1015,1,0,1
1915,'2019/02/19 23:29:14:629',9,1008,9,1016,1,0,1
1916,'2019/02/19 23:29:14:638',9,1008,9,1015,1,0,1
1917,'2019/02/19 23:29:14:648',9,1008,10,1016,1,0,1
1918,'2019/02/19 23:29:14:660',9,1008,10,1016,1,0,1
1919,'2019/02/19 23:29:14:670',9,1008,10,1014,1,0,1
1920,'2019/02/19 23:29:14:679',9,1008,10,1016,1,0,1
1921,'2019/02/19 23:29:14:688',9,1007,10,1016,1,0,1
1922,'2019/02/19 23:29:14:700',9,1007,9,1015,1,0,1
1923,'2019/02/19 23:29:14:709',9,1007,10,1014,1,0,1
1924,'2019/02/19 23:29:14:719',9,1008,10,1015,1,0,1
1925,'2019/02/19 23:29:14:729',9,1008,10,1014,1,0,1
1926,'2019/02/19 23:29:14:740',9,1007,10,1015,1,0,1
1927,'2019/02/19 23:29:14:748',9,1009,9,1015,1,0,1
1928,'2019/02/19 23:29:14:758',9,1007,9,1014,1,0,1
1929,'2019/02/19 23:29:14:769',9,1008,9,1015,1,0,1
1930,'2019/02/19 23:29:14:779',9,1008,10,1015,1,0,1
1931,'2019/02/19 23:29:14:789',9,1009,9,1015,1,0,1
1932,'2019/02/19 23:29:14:799',9,1007,10,1015,1,0,1
1933,'2019/02/19 23:29:14:809',9,1007,10,1015,1,0,1
1934,'2019/02/19 23:29:14:820',9,1008,10,1015,1,0,1
1935,'2019/02/19 23:29:14:829',9,1008,10,1014,1,0,1
1936,'2019/02/19 23:29:36:596',10,1014,1022,1022,1,1,1
1937,'2019/02/19 23:29:36:606',10,1014,1022,1022,1,1,1
1938,'2019/02/19 23:29:36:617',10,1014,1023,1021,1,1,1
1939,'2019/02/19 23:29:36:626',10,1015,1023,1021,1,1,1
1940,'2019/02/19 23:29:36:633',10,1014,1021,1021,1,1,1
1941,'2019/02/19 23:29:36:647',10,1015,1022,1023,1,1,1
1942,'2019/02/19 23:29:36:657',10,1014,1022,1022,1,1,1
1943,'2019/02/19 23:29:36:667',10,1015,1023,1023,1,1,1
1944,'2019/02/19 23:29:36:677',10,1013,1022,1023,1,1,1
1945,'2019/02/19 23:29:36:688',10,1015,1023,1022,1,1,1
1946,'2019/02/19 23:29:36:698',10,1015,1023,1022,1,1,1
1947,'2019/02/19 23:29:36:707',10,1014,1022,1023,1,1,1
1948,'2019/02/19 23:29:36:717',10,1015,1023,1022,1,1,1
1949,'2019/02/19 23:29:36:727',10,1014,1023,1021,1,1,1
1950,'2019/02/19 23:29:36:737',10,1013,1023,1023,1,1,1
1951,'2019/02/19 23:29:36:748',10,1014,1022,1022,1,1,1
1952,'2019/02/19 23:29:36:756',10,1014,1023,1022,1,1,1
1953,'2019/02/19 23:29:36:768',10,1014,1023,1023,1,1,1
1954,'2019/02/19 23:29:36:778',10,1015,1022,1023,1,1,1
1955,'2019/02/19 23:29:36:786',10,1014,1022,1022,1,1,1
1956,'2019/02/19 23:29:36:798',10,1015,1022,1023,1,1,1
1957,'2019/02/19 23:29:36:807',10,1014,1022,1023,1,1,1
1958,'2019/02/19 23:29:36:817',10,1014,1022,1022,1,1,1
1959,'2019/02/19 23:29:36:828',10,1013,1021,1021,1,1,1
1960,'2019/02/19 23:29:36:836',10,1015,1022,1022,1,1,1
1961,'2019/02/19 23:29:36:846',10,1015,1022,1023,1,1,1
1962,'2019/02/19 23:29:36:857',10,1015,1022,1022,1,1,1
1963,'2019/02/19 23:29:36:867',10,1015,1022,1023,1,1,1
1964,'2019/02/19 23:29:36:878',10,1014,1023,1023,1,1,1
1965,'2019/02/19 23:29:36:878',10,1015,1023,1020,1,1,1
1966,'2019/02/19 23:29:36:900',10,1015,1023,1022,1,1,1
1967,'2019/02/19 23:29:36:912',10,1015,1022,1022,1,1,1
1968,'2019/02/19 23:29:36:920',10,1015,1023,1021,1,1,1
1969,'2019/02/19 23:29:36:930',10,1015,1022,1023,1,1,1
1970,'2019/02/19 23:29:36:940',10,1015,1021,1022,1,1,1
1971,'2019/02/19 23:29:36:951',10,1016,1023,1022,1,1,1
1972,'2019/02/19 23:29:36:960',10,1015,1022,1022,1,1,1
1973,'2019/02/19 23:29:36:970',10,1014,1022,1022,1,1,1
1974,'2019/02/19 23:29:36:980',10,1014,1022,1021,1,1,1
1975,'2019/02/19 23:29:36:990',10,1014,1022,1023,1,1,1
1976,'2019/02/19 23:29:37:000',10,1014,1022,1022,1,1,1
1977,'2019/02/19 23:29:37:009',10,1015,1022,1022,1,1,1
1978,'2019/02/19 23:29:37:021',10,1014,1022,1022,1,1,1
1979,'2019/02/19 23:29:37:031',10,1012,1022,1021,1,1,1
1980,'2019/02/19 23:29:37:040',10,1014,1023,1022,1,1,1
1981,'2019/02/19 23:29:37:050',10,1015,1022,1023,1,1,1
1982,'2019/02/19 23:29:37:060',10,1014,1022,1022,1,1,1
1983,'2019/02/19 23:29:37:070',10,1014,1022,1023,1,1,1
1984,'2019/02/19 23:29:37:081',10,1015,1023,1022,1,1,1
1985,'2019/02/19 23:29:37:091',10,1015,1022,1022,1,1,1
1986,'2019/02/19 23:29:37:100',10,1015,1021,1023,1,1,1
1987,'2019/02/19 23:29:37:110',10,1015,1022,1022,1,1,1
1988,'2019/02/19 23:29:37:120',10,1015,1023,1023,1,1,1
1989,'2019/02/19 23:29:37:131',10,1015,1022,1023,1,1,1
1990,'2019/02/19 23:29:37:141',10,1014,1022,1022,1,1,1
1991,'2019/02/19 23:29:37:151',10,1015,1023,1022,1,1,1
1992,'2019/02/19 23:29:37:160',10,1014,1023,1022,1,1,1
1993,'2019/02/19 23:29:37:170',10,1014,1022,1022,1,1,1
1994,'2019/02/19 23:29:37:179',10,1015,1022,1022,1,1,1
1995,'2019/02/19 23:29:37:190',10,1014,1023,1023,1,1,1
1996,'2019/02/19 23:29:37:201',10,1014,1023,1022,1,1,1
1997,'2019/02/19 23:29:37:210',10,1014,1022,1020,1,1,1
1998,'2019/02/19 23:29:37:220',10,1015,1022,1023,1,1,1
1999,'2019/02/19 23:29:37:230',10,1014,1023,1022,1,1,1
2000,'2019/02/19 23:29:37:240',10,1015,1021,1021,1,1,1
2001,'2019/02/19 23:29:37:251',10,1015,1022,1021,1,1,1
2002,'2019/02/19 23:29:37:260',10,1014,1022,1022,1,1,1
2003,'2019/02/19 23:29:37:271',10,1015,1022,1023,1,1,1
2004,'2019/02/19 23:29:37:280',10,1015,1023,1023,1,1,1
2005,'2019/02/19 23:29:37:290',10,1015,1022,1023,1,1,1
2006,'2019/02/19 23:29:37:300',10,1015,1023,1022,1,1,1
2007,'2019/02/19 23:29:37:311',10,1014,1022,1021,1,1,1
2008,'2019/02/19 23:29:37:321',10,1016,1020,1021,1,1,1
2009,'2019/02/19 23:29:37:331',10,1014,1022,1022,1,1,1
2010,'2019/02/19 23:29:37:340',10,1014,1023,1022,1,1,1
2011,'2019/02/19 23:29:37:351',10,1015,1022,1022,1,1,1
2012,'2019/02/19 23:29:37:360',10,1014,1022,1022,1,1,1
2013,'2019/02/19 23:29:37:360',10,1015,1023,1022,1,1,1
2014,'2019/02/19 23:29:37:381',10,1014,1022,1021,1,1,1
2015,'2019/02/19 23:29:37:391',10,1015,1023,1022,1,1,1
2016,'2019/02/19 23:29:37:402',10,1015,1023,1023,1,1,1
2017,'2019/02/19 23:29:37:411',10,1014,1022,1022,1,1,1
2018,'2019/02/19 23:29:37:421',10,1015,1022,1023,1,1,1
2019,'2019/02/19 23:29:37:431',10,1015,1022,1022,1,1,1
2020,'2019/02/19 23:29:37:441',10,1014,1023,1022,1,1,1
2021,'2019/02/19 23:29:37:450',10,1014,1023,1021,1,1,1
2022,'2019/02/19 23:29:37:461',10,1014,1023,1023,1,1,1
2023,'2019/02/19 23:29:37:472',10,1015,1023,1023,1,1,1
2024,'2019/02/19 23:29:37:481',10,1014,1021,1022,1,1,1
2025,'2019/02/19 23:29:37:492',10,1015,1022,1021,1,1,1
2026,'2019/02/19 23:29:37:501',10,1014,1022,1022,1,1,1
2027,'2019/02/19 23:29:37:512',10,1014,1022,1023,1,1,1
2028,'2019/02/19 23:29:37:521',10,1015,1022,1022,1,1,1
2029,'2019/02/19 23:29:37:531',10,1015,1022,1022,1,1,1
2030,'2019/02/19 23:29:37:541',10,1017,1023,1022,1,1,1
2031,'2019/02/19 23:29:37:552',10,1015,1023,1022,1,1,1
2032,'2019/02/19 23:29:37:562',10,1014,1022,1022,1,1,1
2033,'2019/02/19 23:29:37:571',10,1015,1023,1020,1,1,1
2034,'2019/02/19 23:29:37:582',10,1015,1023,1021,1,1,1
2035,'2019/02/19 23:29:37:592',10,1014,1022,1022,1,1,1
2036,'2019/02/19 23:29:37:600',10,1014,1021,1023,1,1,1
2037,'2019/02/19 23:29:37:612',10,1015,1021,1022,1,1,1
2038,'2019/02/19 23:29:37:621',10,1015,1022,1023,1,1,1
2039,'2019/02/19 23:29:37:631',10,1014,1022,1022,1,1,1
2040,'2019/02/19 23:29:37:641',10,1015,1022,1022,1,1,1
2041,'2019/02/19 23:29:37:652',10,1015,1023,1023,1,1,1
2042,'2019/02/19 23:29:37:661',10,1015,1023,1021,1,1,1
2043,'2019/02/19 23:29:37:671',10,1014,1023,1021,1,1,1
2044,'2019/02/19 23:29:37:681',10,1015,1022,1023,1,1,1
2045,'2019/02/19 23:29:37:691',10,1015,1023,1022,1,1,1
2046,'2019/02/19 23:29:37:701',10,1013,1022,1022,1,1,1
2047,'2019/02/19 23:29:37:712',10,1015,1022,1022,1,1,1
2048,'2019/02/19 23:29:37:721',10,1015,1022,1022,1,1,1
2049,'2019/02/19 23:29:37:731',10,1015,1022,1021,1,1,1
2050,'2019/02/19 23:29:37:741',10,1015,1022,1022,1,1,1
2051,'2019/02/19 23:29:37:751',10,1014,1022,1022,1,1,1
2052,'2019/02/19 23:29:37:761',10,1015,1022,1023,1,1,1
2053,'2019/02/19 23:29:37:771',10,1015,1022,1021,1,1,1
2054,'2019/02/19 23:29:37:781',10,1015,1023,1022,1,1,1
2055,'2019/02/19 23:29:37:791',10,1014,1022,1022,1,1,1
2056,'2019/02/19 23:29:37:801',10,1016,1022,1023,1,1,1
2057,'2019/02/19 23:29:37:811',10,1014,1021,1021,1,1,1
2058,'2019/02/19 23:29:37:821',10,1015,1023,1023,1,1,1
2059,'2019/02/19 23:29:37:831',10,1015,1023,1022,1,1,1
2060,'2019/02/19 23:29:37:841',10,1015,1022,1022,1,1,1
2061,'2019/02/19 23:29:37:852',10,1015,1022,1022,1,1,1
2062,'2019/02/19 23:29:37:861',10,1015,1023,1019,1,1,1
2063,'2019/02/19 23:29:37:872',10,1014,1022,1022,1,1,1
2064,'2019/02/19 23:29:37:882',10,1016,1023,1023,1,1,1
2065,'2019/02/19 23:29:37:892',10,1016,1023,1023,1,1,1
2066,'2019/02/19 23:29:37:901',10,1014,1023,1022,1,1,1
2067,'2019/02/19 23:29:37:911',10,1014,1022,1022,1,1,1
2068,'2019/02/19 23:29:37:921',10,1016,1022,1022,1,1,1
2069,'2019/02/19 23:29:37:931',10,1016,1023,1022,1,1,1
2070,'2019/02/19 23:29:37:942',10,1015,1022,1022,1,1,1
2071,'2019/02/19 23:29:37:951',10,1015,1022,1022,1,1,1
2072,'2019/02/19 23:29:37:961',10,1015,1022,1023,1,1,1
2073,'2019/02/19 23:29:37:972',10,1016,1022,1022,1,1,1
2074,'2019/02/19 23:29:37:981',10,1014,1022,1023,1,1,1
2075,'2019/02/19 23:29:37:992',10,1015,1022,1022,1,1,1
2076,'2019/02/19 23:29:38:001',10,1014,1022,1023,1,1,1
2077,'2019/02/19 23:29:38:012',10,1015,1023,1022,1,1,1
2078,'2019/02/19 23:29:38:021',10,1016,1022,1022,1,1,1
2079,'2019/02/19 23:29:38:032',10,1015,1022,1022,1,1,1
2080,'2019/02/19 23:29:38:041',10,1016,1023,1022,1,1,1
2081,'2019/02/19 23:29:38:051',10,1015,1022,1022,1,1,1
2082,'2019/02/19 23:29:38:062',10,1014,1022,1023,1,1,1
2083,'2019/02/19 23:29:38:072',10,1016,1023,1022,1,1,1
2084,'2019/02/19 23:29:38:081',10,1015,1022,1022,1,1,1
2085,'2019/02/19 23:29:38:092',10,1015,1023,1022,1,1,1
2086,'2019/02/19 23:29:38:102',10,1015,1021,1021,1,1,1
2087,'2019/02/19 23:29:38:112',10,1015,1022,1022,1,1,1
2088,'2019/02/19 23:29:38:122',10,1015,1022,1022,1,1,1
2089,'2019/02/19 23:29:38:131',10,1015,1023,1023,1,1,1
2090,'2019/02/19 23:29:38:141',10,1015,1022,1022,1,1,1
2091,'2019/02/19 23:29:38:152',10,1014,1022,1022,1,1,1
2092,'2019/02/19 23:29:38:162',10,1015,1022,1021,1,1,1
2093,'2019/02/19 23:29:38:171',10,1014,1022,1022,1,1,1
2094,'2019/02/19 23:29:38:182',10,1014,1023,1022,1,1,1
2095,'2019/02/19 23:29:38:191',10,1015,1023,1019,1,1,1
2096,'2019/02/19 23:29:38:202',10,1014,1022,1023,1,1,1
2097,'2019/02/19 23:29:38:212',10,1015,1022,1023,1,1,1
2098,'2019/02/19 23:29:38:222',10,1014,1022,1022,1,1,1
2099,'2019/02/19 23:29:38:232',10,1015,1022,1022,1,1,1
2100,'2019/02/19 23:29:38:243',10,1015,1021,1021,1,1,1
2101,'2019/02/19 23:29:38:252',10,1015,1023,1022,1,1,1
2102,'2019/02/19 23:29:38:261',10,1015,1023,1022,1,1,1
2103,'2019/02/19 23:29:38:261',10,1015,1022,1023,1,1,1
2104,'2019/02/19 23:29:38:277',10,1014,1021,1022,1,1,1
2105,'2019/02/19 23:29:38:293',10,1013,1022,1022,1,1,1
2106,'2019/02/19 23:29:38:306',10,1015,1023,1021,1,1,1
2107,'2019/02/19 23:29:38:315',10,1015,1022,1022,1,1,1
2108,'2019/02/19 23:29:38:326',10,1015,1023,1021,1,1,1
2109,'2019/02/19 23:29:38:336',10,1014,1022,1021,1,1,1
2110,'2019/02/19 23:29:38:345',10,1015,1023,1021,1,1,1
2111,'2019/02/19 23:29:38:355',10,1014,1022,1023,1,1,1
2112,'2019/02/19 23:29:38:365',10,1014,1022,1021,1,1,1
2113,'2019/02/19 23:29:38:374',10,1014,1022,1022,1,1,1
2114,'2019/02/19 23:29:38:385',10,1015,1022,1022,1,1,1
2115,'2019/02/19 23:29:38:395',10,1015,1022,1022,1,1,1
2116,'2019/02/19 23:29:38:405',10,1015,1023,1020,1,1,1
2117,'2019/02/19 23:29:38:414',10,1013,1022,1023,1,1,1
2118,'2019/02/19 23:29:38:425',10,1014,1022,1022,1,1,1
2119,'2019/02/19 23:29:38:436',10,1015,1021,1021,1,1,1
2120,'2019/02/19 23:29:38:446',10,1014,1022,1022,1,1,1
2121,'2019/02/19 23:29:38:455',10,1015,1022,1021,1,1,1
2122,'2019/02/19 23:29:38:465',10,1014,1023,1022,1,1,1
2123,'2019/02/19 23:29:38:475',10,1016,1022,1023,1,1,1
2124,'2019/02/19 23:29:38:485',10,1017,1023,1021,1,1,1
2125,'2019/02/19 23:29:38:495',10,1015,1023,1022,1,1,1
2126,'2019/02/19 23:29:38:505',10,1015,1022,1022,1,1,1
2127,'2019/02/19 23:29:38:516',10,1014,1023,1022,1,1,1
2128,'2019/02/19 23:29:38:526',10,1014,1022,1022,1,1,1
2129,'2019/02/19 23:29:38:536',10,1014,1022,1022,1,1,1
2130,'2019/02/19 23:29:38:546',10,1015,1022,1021,1,1,1
2131,'2019/02/19 23:29:38:555',10,1015,1023,1021,1,1,1
2132,'2019/02/19 23:29:38:566',10,1015,1022,1022,1,1,1
2133,'2019/02/19 23:29:38:575',10,1015,1022,1021,1,1,1
2134,'2019/02/19 23:29:38:585',10,1015,1023,1022,1,1,1
2135,'2019/02/19 23:29:38:596',10,1015,1022,1022,1,1,1
2136,'2019/02/19 23:29:38:605',10,1016,1023,1022,1,1,1
2137,'2019/02/19 23:29:38:616',10,1014,1021,1023,1,1,1
2138,'2019/02/19 23:29:38:625',10,1015,1023,1022,1,1,1
2139,'2019/02/19 23:29:38:634',10,1015,1023,1022,1,1,1
2140,'2019/02/19 23:29:38:646',10,1015,1023,1023,1,1,1
2141,'2019/02/19 23:29:38:655',10,1014,1023,1022,1,1,1
2142,'2019/02/19 23:29:38:665',10,1015,1023,1020,1,1,1
2143,'2019/02/19 23:29:38:674',10,1016,1022,1022,1,1,1
2144,'2019/02/19 23:29:38:686',10,1015,1022,1022,1,1,1
2145,'2019/02/19 23:29:38:695',10,1014,1023,1022,1,1,1
2146,'2019/02/19 23:29:38:706',10,1015,1022,1023,1,1,1
2147,'2019/02/19 23:29:38:714',10,1014,1022,1023,1,1,1
2148,'2019/02/19 23:29:38:725',10,1015,1022,1022,1,1,1
2149,'2019/02/19 23:29:38:736',10,1015,1022,1023,1,1,1
2150,'2019/02/19 23:29:38:745',10,1016,1022,1022,1,1,1
2151,'2019/02/19 23:29:38:754',10,1015,1022,1022,1,1,1
2152,'2019/02/19 23:29:38:765',10,1015,1022,1022,1,1,1
2153,'2019/02/19 23:29:38:774',10,1014,1023,1022,1,1,1
2154,'2019/02/19 23:29:38:786',10,1015,1022,1021,1,1,1
2155,'2019/02/19 23:29:38:795',10,1014,1023,1023,1,1,1
2156,'2019/02/19 23:29:38:804',10,1015,1022,1022,1,1,1
2157,'2019/02/19 23:29:38:815',10,1016,1022,1023,1,1,1
2158,'2019/02/19 23:29:38:825',10,1014,1023,1023,1,1,1
2159,'2019/02/19 23:29:38:835',10,1014,1023,1023,1,1,1
2160,'2019/02/19 23:29:38:846',10,1015,1023,1022,1,1,1
2161,'2019/02/19 23:29:38:855',10,1015,1021,1021,1,1,1
2162,'2019/02/19 23:29:38:865',10,1015,1022,1023,1,1,1
2163,'2019/02/19 23:29:38:875',10,1015,1022,1023,1,1,1
2164,'2019/02/19 23:29:38:886',10,1015,1022,1022,1,1,1
2165,'2019/02/19 23:29:38:896',10,1015,1021,1021,1,1,1
2166,'2019/02/19 23:29:38:905',10,1015,1022,1021,1,1,1
2167,'2019/02/19 23:29:38:916',10,1015,1022,1023,1,1,1
2168,'2019/02/19 23:29:38:924',10,1015,1021,1022,1,1,1
2169,'2019/02/19 23:29:38:935',10,1015,1023,1021,1,1,1
2170,'2019/02/19 23:29:38:945',10,1012,1022,1022,1,1,1
2171,'2019/02/19 23:29:38:956',10,1014,1022,1021,1,1,1
2172,'2019/02/19 23:29:38:965',10,1015,1022,1022,1,1,1
2173,'2019/02/19 23:29:38:975',10,1013,1022,1021,1,1,1
2174,'2019/02/19 23:29:38:985',10,1016,1022,1022,1,1,1
2175,'2019/02/19 23:29:38:995',10,1015,1022,1022,1,1,1
2176,'2019/02/19 23:29:39:005',10,1016,1022,1022,1,1,1
2177,'2019/02/19 23:29:39:015',10,1015,1022,1022,1,1,1
2178,'2019/02/19 23:29:39:025',10,1013,1022,1022,1,1,1
2179,'2019/02/19 23:29:39:034',10,1015,1022,1022,1,1,1
2180,'2019/02/19 23:29:39:045',10,1015,1023,1022,1,1,1
2181,'2019/02/19 23:29:39:055',10,1015,1023,1022,1,1,1
2182,'2019/02/19 23:29:39:066',10,1015,1023,1022,1,1,1
2183,'2019/02/19 23:29:39:075',10,1013,1021,1022,1,1,1
2184,'2019/02/19 23:29:39:085',10,1015,1023,1022,1,1,1
2185,'2019/02/19 23:29:39:095',10,1015,1022,1022,1,1,1
2186,'2019/02/19 23:29:39:105',10,1016,1022,1022,1,1,1
2187,'2019/02/19 23:29:39:116',10,1015,1022,1021,1,1,1
2188,'2019/02/19 23:29:39:125',10,1014,1023,1022,1,1,1
2189,'2019/02/19 23:29:39:134',10,1015,1022,1023,1,1,1
2190,'2019/02/19 23:29:39:144',10,1015,1023,1023,1,1,1
2191,'2019/02/19 23:29:39:152',10,1015,1023,1022,1,1,1
2192,'2019/02/19 23:29:39:166',10,1015,1022,1022,1,1,1
2193,'2019/02/19 23:29:39:176',10,1015,1022,1022,1,1,1
2194,'2019/02/19 23:29:39:185',10,1016,1022,1022,1,1,1
2195,'2019/02/19 23:29:39:194',10,1014,1022,1022,1,1,1
2196,'2019/02/19 23:29:39:205',10,1015,1022,1023,1,1,1
2197,'2019/02/19 23:29:39:215',10,1015,1022,1022,1,1,1
2198,'2019/02/19 23:29:39:226',10,1017,1023,1021,1,1,1
2199,'2019/02/19 23:29:39:236',10,1015,1021,1022,1,1,1
2200,'2019/02/19 23:29:39:246',10,1015,1022,1022,1,1,1
2201,'2019/02/19 23:29:39:255',10,1015,1022,1022,1,1,1
2202,'2019/02/19 23:29:39:266',10,1016,1022,1023,1,1,1
2203,'2019/02/19 23:29:39:275',10,1015,1022,1022,1,1,1
2204,'2019/02/19 23:29:39:285',10,1014,1022,1022,1,1,1
2205,'2019/02/19 23:29:39:295',10,1015,1021,1022,1,1,1
2206,'2019/02/19 23:29:39:303',10,1015,1022,1023,1,1,1
2207,'2019/02/19 23:29:39:315',10,1017,1023,1022,1,1,1
2208,'2019/02/19 23:29:39:322',10,1014,1023,1022,1,1,1
2209,'2019/02/19 23:29:39:336',10,1014,1023,1022,1,1,1
2210,'2019/02/19 23:29:39:346',10,1014,1022,1023,1,1,1
2211,'2019/02/19 23:29:39:355',10,1014,1023,1022,1,1,1
2212,'2019/02/19 23:29:39:365',10,1015,1023,1022,1,1,1
2213,'2019/02/19 23:29:39:365',10,1014,1022,1022,1,1,1
2214,'2019/02/19 23:29:39:386',10,1015,1022,1023,1,1,1
2215,'2019/02/19 23:29:39:396',10,1016,1023,1022,1,1,1
2216,'2019/02/19 23:29:39:406',10,1015,1023,1022,1,1,1
2217,'2019/02/19 23:29:39:417',10,1014,1022,1021,1,1,1
2218,'2019/02/19 23:29:39:426',10,1015,1022,1022,1,1,1
2219,'2019/02/19 23:29:39:436',10,1014,1023,1022,1,1,1
2220,'2019/02/19 23:29:39:446',10,1015,1021,1022,1,1,1
2221,'2019/02/19 23:29:39:456',10,1014,1022,1022,1,1,1
2222,'2019/02/19 23:29:39:466',10,1015,1023,1022,1,1,1
2223,'2019/02/19 23:29:39:476',10,1013,1023,1022,1,1,1
2224,'2019/02/19 23:29:39:487',10,1016,1022,1022,1,1,1
2225,'2019/02/19 23:29:39:496',10,1014,1022,1021,1,1,1
2226,'2019/02/19 23:29:39:506',10,1015,1022,1023,1,1,1
2227,'2019/02/19 23:29:39:518',10,1016,1023,1022,1,1,1
2228,'2019/02/19 23:29:39:527',10,1014,1021,1022,1,1,1
2229,'2019/02/19 23:29:39:537',10,1015,1023,1022,1,1,1
2230,'2019/02/19 23:29:39:547',10,1015,1022,1022,1,1,1
2231,'2019/02/19 23:29:39:557',10,1015,1022,1021,1,1,1
2232,'2019/02/19 23:29:39:567',10,1014,1022,1022,1,1,1
2233,'2019/02/19 23:29:39:576',10,1015,1023,1022,1,1,1
2234,'2019/02/19 23:29:39:583',10,1015,1023,1022,1,1,1
2235,'2019/02/19 23:29:39:596',10,1014,1022,1022,1,1,1
2236,'2019/02/19 23:29:39:606',10,1014,1021,1021,1,1,1
2237,'2019/02/19 23:29:39:616',10,1014,1022,1022,1,1,1
2238,'2019/02/19 23:29:39:626',10,1016,1022,1022,1,1,1
2239,'2019/02/19 23:29:39:637',10,1015,1022,1022,1,1,1
2240,'2019/02/19 23:29:39:646',10,1014,1023,1022,1,1,1
2241,'2019/02/19 23:29:39:656',10,1015,1023,1022,1,1,1
2242,'2019/02/19 23:29:39:666',10,1015,1023,1023,1,1,1
2243,'2019/02/19 23:29:39:677',10,1016,1022,1022,1,1,1
2244,'2019/02/19 23:29:39:689',10,1013,1022,1023,1,1,1
2245,'2019/02/19 23:29:39:689',10,1015,1023,1022,1,1,1
2246,'2019/02/19 23:29:39:707',10,1015,1021,1021,1,1,1
